,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating
4179,200,No,No,1,4.3
4180,500,No,Yes,2,3.3
4181,650,No,Yes,2,3.3
4182,600,No,Yes,2,3.4
4183,800,No,Yes,2,3.2
4184,450,No,No,1,3.4
4185,600,No,No,2,2.7
4186,700,Yes,Yes,2,3.3
4187,700,No,No,2,3.4
4188,400,No,Yes,1,3.0
4189,400,No,Yes,1,3.2
4190,600,No,No,2,2.5
4191,700,No,Yes,2,3.4
4192,600,No,Yes,2,2.7
4193,1000,Yes,Yes,3,2.6
4194,600,No,Yes,2,2.5
4195,350,No,No,1,3.2
4196,450,No,No,1,3.4
4197,700,No,No,2,2.5
4198,700,No,Yes,2,3.4
4199,500,No,Yes,2,3.1
4200,500,No,Yes,2,3.4
4201,600,No,Yes,2,3.0
4202,1400,Yes,Yes,3,3.3
4203,800,No,Yes,2,3.4
4204,400,No,Yes,1,3.4
4205,450,No,Yes,1,2.7
4206,800,No,Yes,2,4.5
4207,600,No,No,2,3.5
4208,1250,No,Yes,3,3.8
4209,350,No,Yes,1,3.8
4210,300,No,No,1,3.6
4211,400,No,Yes,1,3.6
4212,700,No,Yes,2,3.5
4213,400,No,Yes,1,3.5
4214,400,No,No,1,3.6
4215,500,No,Yes,2,3.5
4216,500,No,Yes,2,3.6
4217,700,No,Yes,2,3.6
4218,600,No,Yes,2,3.5
4219,300,No,Yes,1,3.6
4220,1300,Yes,Yes,3,3.5
4221,400,No,Yes,1,3.7
4222,500,No,Yes,2,3.5
4223,450,Yes,Yes,1,3.7
4224,250,No,No,1,1.9
4225,700,No,Yes,2,4.3
4226,150,No,No,1,2.8
4227,300,No,Yes,1,2.8
4228,400,No,No,1,3.1
4229,250,No,No,1,2.9
4230,400,No,Yes,1,3.2
4231,400,No,Yes,1,3.0
4232,450,No,Yes,1,2.8
4233,500,No,Yes,2,2.7
4234,400,No,No,1,3.1
4235,350,No,No,1,3.1
4236,450,No,No,1,2.8
4237,200,No,No,1,3.2
4238,200,No,No,1,3.1
4239,500,No,Yes,2,3.4
4240,100,No,No,1,2.6
4241,450,No,No,1,2.9
4242,500,No,Yes,2,2.6
4243,600,No,No,2,3.3
4244,600,No,No,2,2.6
4245,200,No,No,1,3.1
4246,500,No,Yes,2,3.1
4247,400,No,No,1,2.8
4248,500,No,Yes,2,3.2
4249,500,No,No,2,3.0
4250,500,No,Yes,2,3.3
4251,650,No,Yes,2,3.3
4252,400,No,No,1,2.9
4253,900,No,Yes,2,3.5
4254,900,No,Yes,2,3.9
4255,150,No,No,1,3.6
4256,500,No,Yes,2,3.5
4257,400,No,No,1,3.5
4280,800,Yes,Yes,2,2.3
4281,1600,No,No,3,4.0
4282,200,No,No,1,4.1
4283,600,No,No,2,3.3
4284,750,No,No,2,3.3
4285,450,No,No,1,3.1
4286,600,No,No,2,3.4
4287,2000,Yes,No,4,3.2
4288,500,No,Yes,2,3.2
4289,550,No,No,2,2.9
4290,1000,No,Yes,3,3.4
4291,150,No,No,1,3.2
4292,200,No,No,1,3.0
4293,3000,No,No,4,2.7
4294,350,No,No,1,3.2
4295,400,No,No,1,3.0
4296,800,Yes,No,2,3.1
4297,1100,Yes,No,3,3.2
4298,5000,No,No,4,4.9
4299,150,No,No,1,3.8
4300,1200,Yes,No,3,3.9
4301,700,No,No,2,3.7
4302,650,No,Yes,2,3.7
4303,200,No,No,1,3.7
4304,1900,Yes,Yes,3,3.8
4305,1200,Yes,No,3,3.9
4306,2100,Yes,No,4,3.9
4307,500,No,Yes,2,3.8
4308,1200,No,No,3,3.9
4309,150,No,No,1,3.5
4310,1250,Yes,No,3,3.6
4311,800,Yes,Yes,2,3.9
4318,1550,Yes,No,3,4.2
4319,1350,Yes,No,3,4.2
4320,500,No,Yes,2,4.2
4321,2000,Yes,No,4,4.1
4322,450,No,No,1,3.1
4323,300,No,No,1,3.3
4324,300,No,No,1,2.9
4325,200,No,No,1,3.0
4326,400,No,No,1,3.1
4327,1000,Yes,No,3,2.6
4328,800,Yes,No,2,3.3
4329,500,No,No,2,2.8
4330,150,No,No,1,3.3
4331,950,Yes,Yes,2,2.8
4332,800,No,Yes,2,2.5
4333,1000,Yes,No,3,3.2
4334,500,No,Yes,2,2.8
4335,1500,Yes,No,3,3.3
4336,450,No,No,1,3.5
4337,1000,Yes,No,3,3.8
4338,500,No,Yes,2,3.7
4339,600,No,Yes,2,3.8
4340,550,No,Yes,2,3.8
4342,600,No,Yes,2,2.4
4343,3500,Yes,No,4,3.4
4344,3000,Yes,No,4,3.5
4345,2500,Yes,No,4,3.4
4346,3000,Yes,No,4,3.2
4347,500,No,No,2,3.3
4348,3000,Yes,No,4,3.6
4349,2500,Yes,No,4,3.5
4350,400,No,Yes,1,3.1
4351,1250,Yes,Yes,3,2.8
4352,400,No,No,1,3.3
4353,900,Yes,Yes,2,3.2
4354,150,No,Yes,1,4.5
4355,300,No,No,1,3.2
4356,350,No,No,1,3.0
4357,150,No,No,1,2.7
4358,300,No,No,1,3.4
4359,500,No,No,2,3.2
4360,300,No,No,1,3.5
4361,600,No,Yes,2,3.8
4364,150,No,No,1,2.3
4365,450,No,No,1,3.1
4366,4500,Yes,No,4,3.3
4367,300,No,No,1,3.0
4368,150,No,No,1,3.1
4369,150,No,No,1,3.3
4370,200,No,No,1,3.1
4371,500,No,Yes,2,3.0
4372,700,No,No,2,3.1
4373,600,No,No,2,3.1
4374,1550,Yes,No,3,3.6
4375,700,No,Yes,2,3.5
4376,600,No,Yes,2,3.8
4386,1500,No,No,3,4.4
4387,300,No,No,1,4.2
4388,1500,Yes,No,3,4.3
4389,1750,No,No,3,3.2
4390,250,No,No,1,2.9
4391,300,No,No,1,2.6
4392,100,No,No,1,2.8
4393,300,No,No,1,2.7
4394,150,No,No,1,2.9
4395,200,No,Yes,1,3.4
4396,550,No,Yes,2,2.6
4397,200,No,No,1,2.9
4398,450,No,Yes,1,2.9
4399,200,No,Yes,1,3.1
4400,200,No,No,1,3.1
4401,550,No,No,2,3.2
4402,600,No,Yes,2,3.0
4403,400,No,No,1,2.9
4404,250,No,Yes,1,2.5
4405,600,No,No,2,2.8
4406,400,No,Yes,1,3.2
4407,200,No,No,1,3.2
4408,350,No,No,1,3.2
4409,500,No,Yes,2,3.3
4410,500,No,No,2,2.8
4411,250,No,No,1,3.4
4412,400,No,No,1,3.2
4413,250,No,No,1,2.8
4414,250,No,No,1,2.9
4415,350,No,No,1,3.2
4416,400,No,Yes,1,3.2
4417,450,No,Yes,1,2.6
4418,400,No,No,1,3.0
4419,150,No,No,1,3.1
4420,250,No,No,1,3.2
4421,550,No,Yes,2,3.4
4422,500,No,No,2,3.1
4423,350,No,No,1,3.2
4424,800,No,Yes,2,3.1
4425,250,No,Yes,1,3.3
4426,200,No,No,1,2.9
4427,450,No,No,1,3.0
4428,150,No,No,1,2.8
4429,250,No,No,1,3.0
4430,250,No,No,1,3.3
4431,700,No,No,2,3.3
4432,550,No,No,2,3.1
4433,350,No,Yes,1,2.7
4434,450,No,Yes,1,2.6
4435,650,No,No,2,3.2
4436,700,No,No,2,3.3
4437,400,No,Yes,1,3.4
4438,350,No,Yes,1,2.6
4439,550,No,Yes,2,2.7
4440,300,No,No,1,3.1
4441,600,No,Yes,2,3.6
4442,800,Yes,No,2,3.6
4443,600,No,Yes,2,3.6
4444,750,No,Yes,2,3.7
4445,800,No,No,2,3.5
4446,600,No,Yes,2,3.6
4447,400,No,Yes,1,3.5
4448,200,No,No,1,3.8
4449,900,No,Yes,2,3.8
4450,150,No,No,1,3.6
4451,1300,Yes,Yes,3,3.6
4452,500,No,Yes,2,3.8
4453,600,No,No,2,3.6
4454,250,No,No,1,3.5
4455,850,No,Yes,2,3.5
4459,350,No,Yes,1,2.4
4460,400,No,Yes,1,2.3
4461,400,No,Yes,1,2.3
4462,300,No,No,1,3.3
4463,250,No,Yes,1,2.5
4464,400,No,No,1,3.1
4465,450,No,No,1,3.3
4466,650,No,No,2,3.3
4467,300,No,No,1,3.4
4468,800,No,No,2,3.1
4469,450,No,No,1,3.4
4470,700,No,No,2,3.4
4471,1200,Yes,No,3,2.9
4472,500,No,No,2,2.8
4473,400,No,Yes,1,3.4
4474,550,No,No,2,3.1
4475,650,No,No,2,3.2
4476,800,No,No,2,3.3
4477,150,No,No,1,3.3
4478,800,Yes,No,2,3.2
4479,650,No,Yes,2,3.3
4480,400,No,Yes,1,2.9
4481,600,No,Yes,2,2.7
4482,300,No,No,1,2.7
4483,400,No,No,1,3.2
4484,750,No,No,2,3.4
4485,800,No,No,2,3.4
4486,300,No,No,1,3.3
4487,550,No,Yes,2,3.3
4488,600,No,No,2,3.1
4489,200,No,No,1,3.5
4490,150,No,No,1,3.9
4491,300,No,No,1,3.8
4492,250,No,Yes,1,3.6
4493,250,No,Yes,1,3.7
4494,550,No,No,2,3.6
4495,650,No,Yes,2,3.7
4496,250,No,No,1,3.9
4497,400,No,Yes,1,3.8
4498,200,No,Yes,1,3.7
4499,250,No,No,1,3.5
4500,200,No,No,1,3.8
4501,200,No,No,1,3.6
4502,300,No,Yes,1,3.7
4503,100,No,No,1,3.7
4504,600,Yes,No,2,3.5
4505,500,No,No,2,3.5
4506,200,No,No,1,3.9
4507,400,No,No,1,3.6
4508,50,No,No,1,3.7
4509,300,No,No,1,3.7
4510,800,No,Yes,2,3.5
4511,150,No,No,1,3.5
4512,500,No,Yes,2,3.8
4513,500,No,Yes,2,3.5
4514,400,No,No,1,3.5
4515,950,No,Yes,2,3.8
4516,1900,Yes,No,3,3.6
4517,150,No,No,1,3.9
4518,300,No,No,1,3.5
4519,500,No,Yes,2,3.6
4520,300,No,Yes,1,3.6
4521,100,No,Yes,1,3.5
4525,600,Yes,Yes,2,4.2
4526,400,No,No,1,4.0
4527,700,No,No,2,3.1
4528,600,No,Yes,2,3.3
4529,600,No,No,2,3.1
4530,450,No,Yes,1,3.4
4531,100,No,No,1,4.1
4532,350,No,No,1,3.2
4533,450,No,Yes,1,3.2
4534,350,No,No,1,3.4
4535,300,No,No,1,3.4
4536,200,No,No,1,3.3
4537,550,No,No,2,3.3
4538,850,Yes,Yes,2,2.6
4539,1000,Yes,No,3,3.4
4540,1300,No,Yes,3,3.2
4541,1500,Yes,No,3,3.2
4542,800,Yes,Yes,2,3.6
4543,1000,No,Yes,3,3.5
4544,800,Yes,No,2,3.5
4545,800,Yes,No,2,3.7
4546,400,No,No,1,3.5
4547,1600,Yes,Yes,3,3.7
4548,1150,Yes,Yes,3,3.7
4549,250,No,No,1,3.8
4550,1300,No,No,3,3.8
4551,250,No,No,1,3.6
4552,750,Yes,No,2,3.5
4553,250,No,No,1,4.0
4554,300,No,Yes,1,4.0
4555,500,No,No,2,2.8
4556,250,No,No,1,3.4
4557,200,No,No,1,2.9
4558,800,Yes,No,2,3.4
4559,1100,Yes,Yes,3,3.2
4560,450,No,No,1,2.6
4561,450,No,Yes,1,2.5
4562,600,No,Yes,2,3.2
4563,600,No,Yes,2,3.4
4564,700,No,No,2,3.0
4565,700,No,No,2,3.4
4566,400,No,Yes,1,3.4
4567,400,No,Yes,1,2.7
4568,700,No,Yes,2,3.1
4569,200,No,No,1,2.9
4570,500,No,Yes,2,2.7
4571,150,No,No,1,2.9
4572,450,No,No,1,3.3
4573,750,Yes,Yes,2,3.1
4574,350,No,No,1,3.3
4575,600,No,No,2,2.9
4576,500,No,No,2,3.2
4577,400,No,No,1,2.7
4578,300,No,No,1,3.4
4579,350,No,No,1,3.3
4580,1100,Yes,Yes,3,2.6
4581,700,No,Yes,2,2.5
4582,800,Yes,No,2,3.1
4583,150,No,No,1,2.8
4584,350,No,No,1,3.3
4585,550,No,No,2,3.4
4586,550,No,No,2,2.7
4587,600,No,Yes,2,3.1
4588,450,No,Yes,1,3.1
4589,900,Yes,No,2,2.7
4590,650,No,Yes,2,3.3
4591,650,No,Yes,2,3.4
4592,400,No,No,1,3.0
4593,750,Yes,Yes,2,2.7
4594,400,No,Yes,1,3.3
4595,1400,Yes,No,3,3.2
4596,500,No,Yes,2,2.5
4597,350,No,No,1,2.6
4598,400,No,Yes,1,3.4
4599,400,No,No,1,3.6
4600,450,No,No,1,3.5
4601,650,No,Yes,2,3.7
4602,900,Yes,Yes,2,3.6
4603,200,No,Yes,1,3.7
4604,700,No,Yes,2,3.8
4605,300,No,Yes,1,3.5
4606,600,No,Yes,2,3.5
4607,50,No,No,1,3.6
4608,500,No,Yes,2,3.6
4609,650,No,No,2,3.7
4610,150,No,No,1,3.6
4611,250,No,Yes,1,3.7
4612,600,No,Yes,2,3.5
4613,600,No,No,2,3.5
4614,200,No,No,1,3.8
4615,500,No,No,2,3.6
4616,700,No,Yes,2,3.8
4617,350,No,No,1,3.5
4618,700,No,Yes,2,3.7
4619,350,No,No,1,3.5
4620,350,No,Yes,1,3.5
4621,350,No,Yes,1,3.5
4626,450,No,No,1,2.3
4627,1000,Yes,No,3,2.4
4628,500,No,No,2,4.0
4629,200,No,No,1,4.0
4630,1050,Yes,No,3,4.3
4631,2000,No,No,4,4.5
4632,500,No,No,2,3.3
4633,1000,No,Yes,3,3.1
4634,300,No,No,1,3.3
4635,650,No,Yes,2,2.5
4636,150,No,No,1,3.2
4637,800,No,No,2,3.3
4638,1500,No,No,3,4.5
4639,1500,No,No,3,4.6
4640,1200,Yes,Yes,3,3.8
4641,600,No,No,2,3.9
4642,2000,Yes,No,4,3.6
4643,2500,Yes,Yes,4,3.6
4644,1000,No,No,3,3.6
4645,1000,No,No,3,3.7
4646,700,No,Yes,2,3.8
4647,800,No,No,2,3.6
4648,1700,Yes,No,3,3.7
4649,650,No,No,2,3.7
4650,1700,Yes,Yes,3,3.6
4651,1400,No,Yes,3,3.9
4652,2000,Yes,No,4,3.8
4653,400,No,No,1,3.7
4654,1200,No,No,3,3.9
4655,2100,No,No,4,3.8
4656,450,No,No,1,3.5
4657,2000,Yes,Yes,4,3.9
4658,500,No,Yes,2,3.7
4659,800,No,No,2,3.6
4660,1700,Yes,No,3,3.7
4661,700,No,No,2,3.8
4662,2500,No,No,4,3.8
4663,2000,No,Yes,4,3.8
4665,1700,Yes,No,3,4.2
4666,400,No,Yes,1,4.0
4667,1600,Yes,Yes,3,4.1
4668,1550,Yes,No,3,4.0
4669,2000,Yes,No,4,4.0
4670,2000,No,No,4,4.2
4671,1650,Yes,No,3,4.0
4672,2100,Yes,Yes,4,4.2
4673,1300,No,No,3,4.2
4674,600,No,No,2,4.0
4675,700,No,No,2,4.4
4676,1800,Yes,No,3,4.2
4677,1100,Yes,No,3,3.1
4678,250,No,No,1,3.1
4679,450,No,Yes,1,3.3
4680,700,Yes,Yes,2,3.0
4681,400,No,No,1,3.2
4682,450,No,No,1,3.3
4683,450,No,No,1,3.2
4684,150,No,No,1,3.2
4685,500,No,No,2,3.1
4686,550,No,No,2,2.6
4687,1200,Yes,No,3,2.8
4688,200,No,No,1,3.2
4689,1100,Yes,No,3,2.7
4690,800,Yes,Yes,2,2.7
4691,750,No,No,2,3.0
4692,700,No,No,2,3.3
4693,650,No,No,2,3.3
4694,400,No,Yes,1,3.3
4695,350,No,Yes,1,3.0
4696,700,No,No,2,3.4
4697,350,No,No,1,2.7
4698,550,No,Yes,2,2.7
4699,300,No,Yes,1,3.2
4700,500,No,No,2,3.3
4701,350,No,No,1,3.2
4702,600,No,No,2,3.2
4703,550,No,Yes,2,2.7
4704,300,No,No,1,3.1
4705,300,No,No,1,2.8
4706,400,No,No,1,3.1
4707,450,No,No,1,2.7
4708,450,No,No,1,3.2
4709,800,No,Yes,2,2.6
4710,400,No,No,1,3.3
4711,600,No,No,2,2.8
4712,1200,Yes,Yes,3,3.2
4713,600,No,No,2,3.0
4714,50,No,No,1,2.8
4715,800,Yes,No,2,3.2
4716,300,No,No,1,2.9
4717,600,No,No,2,3.0
4718,2500,Yes,No,4,3.2
4719,1100,Yes,No,3,3.4
4720,550,No,No,2,3.1
4721,1200,Yes,Yes,3,3.5
4722,650,No,No,2,3.5
4723,250,No,No,1,3.6
4724,500,No,No,2,3.7
4725,1000,Yes,No,3,3.6
4726,1200,Yes,No,3,3.5
4727,150,No,No,1,3.5
4728,600,No,Yes,2,3.6
4729,750,No,Yes,2,3.5
4730,500,No,No,2,2.4
4731,350,No,No,1,2.1
4732,800,No,Yes,2,2.4
4733,200,No,No,1,2.9
4734,250,No,No,1,3.0
4735,200,No,No,1,2.9
4736,300,No,No,1,2.9
4737,300,No,No,1,3.0
4738,400,No,No,1,2.9
4739,350,No,No,1,2.9
4740,150,No,No,1,2.9
4741,500,No,Yes,2,2.5
4742,100,No,No,1,3.1
4743,500,No,No,2,3.2
4744,150,No,No,1,3.3
4745,650,No,Yes,2,3.2
4746,500,No,Yes,2,3.3
4747,350,No,No,1,3.2
4748,700,No,No,2,2.9
4749,700,No,No,2,3.1
4750,150,No,No,1,3.3
4751,700,No,No,2,2.9
4752,300,No,No,1,3.2
4753,500,No,No,2,3.3
4754,350,No,Yes,1,3.1
4755,400,No,No,1,3.2
4756,100,No,No,1,3.3
4757,400,No,No,1,2.6
4758,300,No,No,1,3.2
4759,400,No,No,1,3.0
4760,400,No,No,1,3.0
4761,100,No,No,1,3.4
4762,600,No,No,2,3.1
4763,450,No,No,1,2.7
4764,400,No,No,1,3.1
4765,100,No,No,1,3.3
4766,550,No,No,2,3.3
4767,500,No,No,2,3.4
4768,800,No,Yes,2,2.9
4769,250,No,No,1,3.1
4770,500,No,Yes,2,3.1
4771,500,No,No,2,3.1
4772,600,No,No,2,3.1
4773,800,Yes,No,2,2.9
4774,350,No,No,1,3.0
4775,200,No,No,1,3.1
4776,300,No,No,1,3.2
4777,550,No,No,2,3.6
4778,450,No,No,1,3.5
4809,400,No,Yes,1,3.1
4810,2200,Yes,No,4,3.5
4818,250,No,No,1,3.4
4819,500,No,No,2,3.0
4820,100,No,No,1,3.1
4821,250,No,Yes,1,2.7
4822,250,No,No,1,2.8
4823,400,No,Yes,1,2.7
4824,450,No,Yes,1,3.2
4825,150,No,Yes,1,3.3
4826,600,No,No,2,3.0
4827,100,No,Yes,1,2.6
4828,550,No,No,2,3.3
4829,700,No,Yes,2,3.4
4830,100,No,No,1,3.0
4831,400,No,No,1,2.7
4832,450,No,Yes,1,2.6
4833,200,No,No,1,3.8
4834,650,No,Yes,2,3.7
4835,600,No,Yes,2,3.6
4836,800,Yes,Yes,2,3.5
4860,300,No,Yes,1,3.4
4861,600,No,Yes,2,3.0
4862,1000,Yes,Yes,3,3.1
4863,500,No,Yes,2,3.4
4864,700,No,No,2,2.5
4865,650,No,Yes,2,3.4
4866,550,No,Yes,2,2.9
4867,650,No,Yes,2,2.9
4868,800,No,Yes,2,2.8
4869,250,No,No,1,3.3
4870,500,No,No,2,2.6
4871,600,No,No,2,3.1
4872,500,No,No,2,3.1
4873,300,No,Yes,1,3.0
4874,200,No,No,1,3.5
4875,550,No,Yes,2,3.7
4876,600,No,No,2,3.8
4877,500,No,Yes,2,3.8
4878,1000,No,Yes,3,3.7
4879,550,No,No,2,3.8
4880,550,No,No,2,3.5
4882,500,No,No,2,3.5
4883,150,No,No,1,4.1
4884,300,No,No,1,3.4
4885,300,No,No,1,3.2
4886,600,No,No,2,3.3
4887,500,No,No,2,3.3
4888,550,No,No,2,3.1
4889,200,No,No,1,3.3
4890,450,No,No,1,3.2
4891,450,No,Yes,1,2.8
4898,400,No,No,1,4.2
4899,250,No,No,1,2.8
4900,400,No,Yes,1,2.6
4901,250,No,No,1,3.3
4902,400,No,No,1,3.1
4903,500,No,Yes,2,3.1
4904,350,No,No,1,2.9
4905,500,No,No,2,2.8
4906,250,No,No,1,3.0
4907,450,No,No,1,2.7
4908,450,No,No,1,2.8
4909,200,No,No,1,3.0
4910,200,No,No,1,3.2
4911,200,No,No,1,2.8
4912,100,No,No,1,3.1
4913,150,No,No,1,3.0
4914,250,No,Yes,1,3.4
4915,250,No,No,1,2.9
4916,700,No,No,2,2.6
4917,600,No,Yes,2,2.6
4918,250,No,Yes,1,3.2
4919,200,No,Yes,1,3.4
4920,200,No,No,1,3.0
4921,500,No,Yes,2,2.6
4922,400,No,No,1,3.1
4923,500,No,Yes,2,2.7
4924,400,No,No,1,3.3
4925,300,No,No,1,3.0
4926,600,No,No,2,2.9
4927,900,No,Yes,2,3.4
4928,300,No,Yes,1,3.0
4929,200,No,No,1,2.8
4930,500,No,Yes,2,2.9
4931,400,No,No,1,2.8
4932,300,No,No,1,3.3
4933,350,No,No,1,3.1
4934,200,No,Yes,1,2.8
4935,500,No,No,2,2.7
4936,300,No,No,1,3.4
4937,350,No,No,1,3.0
4938,300,No,Yes,1,3.2
4939,350,No,No,1,3.1
4940,250,No,No,1,3.1
4941,250,No,No,1,3.1
4942,600,No,Yes,2,3.5
4943,500,No,Yes,2,3.5
4944,200,No,No,1,3.8
4945,600,No,Yes,2,3.8
4946,800,No,Yes,2,3.7
4947,500,No,No,2,3.5
4953,800,No,Yes,2,2.4
4954,400,No,Yes,1,2.1
4955,500,No,Yes,2,2.2
4956,800,No,Yes,2,4.1
4957,2000,No,No,4,3.3
4958,5000,Yes,No,4,3.5
4959,2000,No,No,4,3.9
4960,3000,Yes,No,4,3.5
4961,4500,Yes,No,4,3.8
4962,4500,Yes,No,4,4.0
4963,1000,Yes,No,3,3.5
4964,600,No,No,2,2.5
4965,650,No,No,2,3.1
4966,650,No,No,2,3.1
4967,400,No,No,1,3.3
4968,1000,Yes,No,3,3.1
4969,700,No,No,2,2.5
4970,650,No,Yes,2,3.2
4971,150,No,No,1,2.9
4972,1000,Yes,Yes,3,2.6
4973,250,No,No,1,3.4
4974,700,No,Yes,2,3.2
4975,250,No,No,1,2.7
4976,200,No,No,1,3.2
4977,400,No,No,1,2.6
4978,1500,Yes,No,3,3.0
4979,450,No,No,1,2.9
4980,400,No,No,1,3.1
4981,500,No,No,2,2.6
4982,250,No,No,1,3.3
4983,350,No,No,1,2.9
4984,850,Yes,No,2,2.5
4985,1000,Yes,No,3,3.2
4986,700,No,Yes,2,3.4
4987,200,No,No,1,3.1
4988,350,No,No,1,2.9
4989,400,No,No,1,2.7
4990,700,Yes,Yes,2,3.3
4991,500,No,Yes,2,3.2
4992,600,No,No,2,3.1
4993,2200,Yes,No,4,3.1
4994,300,No,No,1,3.6
4995,500,No,No,2,3.5
4996,400,No,Yes,1,3.8
4997,1000,No,Yes,3,3.8
4998,2000,Yes,Yes,4,3.7
4999,300,No,Yes,1,3.9
5000,1800,Yes,Yes,3,3.5
5001,600,No,No,2,3.8
5002,300,No,No,1,3.6
5004,450,No,No,1,2.3
5005,2900,Yes,No,4,4.1
5006,2100,Yes,No,4,4.1
5007,1000,No,No,3,4.1
5008,500,No,No,2,2.8
5009,450,No,No,1,3.0
5010,400,No,No,1,3.3
5011,500,No,No,2,2.7
5012,700,No,No,2,3.1
5013,550,No,No,2,3.1
5014,300,No,No,1,2.9
5015,150,No,No,1,2.9
5016,500,No,No,2,3.2
5017,2000,Yes,No,4,3.7
5018,200,No,No,1,3.6
5019,1000,Yes,No,3,3.8
5020,450,No,No,1,3.7
5026,2600,Yes,Yes,4,4.2
5027,400,No,No,1,2.7
5028,200,No,No,1,2.9
5029,1000,Yes,No,3,2.9
5030,200,No,No,1,2.7
5031,600,No,No,2,2.9
5032,550,No,No,2,3.0
5033,300,No,No,1,3.2
5034,600,No,Yes,2,2.5
5035,600,No,No,2,3.1
5036,400,No,No,1,3.1
5037,600,No,No,2,2.9
5038,700,No,No,2,3.1
5039,950,Yes,No,2,2.8
5040,800,Yes,No,2,3.0
5041,550,No,No,2,3.0
5042,500,No,No,2,3.1
5043,900,Yes,No,2,2.8
5044,500,No,No,2,2.9
5045,900,Yes,No,2,2.9
5046,300,No,No,1,2.8
5047,550,No,No,2,2.9
5048,1000,Yes,No,3,3.1
5049,200,No,No,1,2.9
5050,450,No,No,1,2.9
5051,700,No,No,2,3.9
5096,2000,Yes,No,4,2.7
5097,3200,Yes,No,4,3.4
5098,3000,Yes,No,4,3.3
5099,500,No,No,2,3.0
5100,500,No,No,2,3.2
5101,450,No,No,1,3.1
5102,450,No,No,1,3.1
5124,700,No,Yes,2,3.2
5125,400,No,No,1,3.3
5126,450,No,No,1,3.1
5127,450,No,No,1,2.5
5128,1550,Yes,Yes,3,3.3
5129,500,No,No,2,3.4
5130,350,No,No,1,3.3
5131,650,No,Yes,2,3.3
5132,800,No,Yes,2,3.4
5133,800,No,No,2,3.2
5134,650,No,Yes,2,2.7
5135,500,No,No,2,3.3
5136,200,No,Yes,1,3.4
5137,800,Yes,Yes,2,3.0
5138,200,No,No,1,3.0
5139,400,No,Yes,1,2.8
5140,400,No,Yes,1,3.2
5141,300,No,Yes,1,3.3
5142,300,No,No,1,3.4
5143,600,No,Yes,2,2.6
5144,250,No,Yes,1,3.4
5145,550,No,Yes,2,3.3
5146,800,No,Yes,2,3.4
5147,400,No,No,1,3.2
5148,800,No,Yes,2,2.8
5149,700,No,Yes,2,3.0
5150,150,No,Yes,1,3.3
5151,500,No,Yes,2,3.4
5152,800,No,Yes,2,3.4
5153,500,No,Yes,2,2.8
5154,850,Yes,Yes,2,3.4
5155,800,Yes,Yes,2,2.8
5156,600,No,Yes,2,3.4
5157,600,No,Yes,2,3.2
5158,350,No,Yes,1,3.3
5159,600,No,Yes,2,3.6
5160,900,No,Yes,2,3.5
5161,500,No,Yes,2,3.9
5162,1000,No,Yes,3,3.9
5163,850,No,Yes,2,3.9
5164,650,No,Yes,2,3.8
5165,750,No,Yes,2,3.5
5166,600,No,Yes,2,3.6
5167,800,No,Yes,2,3.7
5168,400,No,Yes,1,3.7
5169,700,No,Yes,2,3.8
5170,600,No,Yes,2,3.7
5171,400,No,Yes,1,3.7
5172,250,No,No,1,3.8
5173,350,No,No,1,3.5
5174,500,No,Yes,2,3.7
5175,150,No,No,1,3.6
5176,850,Yes,Yes,2,3.5
5177,100,No,No,1,3.6
5178,650,No,No,2,3.6
5179,600,No,No,2,3.7
5180,700,No,Yes,2,3.5
5181,700,No,Yes,2,3.6
5182,1500,No,No,3,3.9
5183,450,No,No,1,3.7
5184,700,No,Yes,2,3.5
5185,1500,No,Yes,3,3.6
5186,850,No,Yes,2,3.6
5187,400,No,Yes,1,3.9
5188,1500,Yes,Yes,3,3.5
5189,1500,Yes,No,3,3.5
5190,1000,Yes,Yes,3,3.6
5191,650,No,Yes,2,3.8
5192,950,No,Yes,2,3.7
5193,800,No,Yes,2,3.5
5194,700,No,No,2,2.3
5195,450,No,Yes,1,2.3
5196,550,No,Yes,2,2.4
5197,400,No,Yes,1,2.0
5198,600,No,Yes,2,2.2
5199,700,No,Yes,2,4.4
5200,300,No,Yes,1,4.0
5201,900,Yes,Yes,2,4.0
5202,500,No,Yes,2,4.0
5203,700,No,Yes,2,4.1
5204,800,No,Yes,2,4.0
5205,300,No,Yes,1,4.3
5206,1000,No,Yes,3,4.0
5207,250,No,Yes,1,4.1
5208,300,No,No,1,3.2
5209,300,No,No,1,3.3
5214,1200,Yes,Yes,3,4.2
5215,300,No,No,1,3.2
5216,350,No,Yes,1,2.7
5217,350,No,No,1,3.0
5218,400,No,No,1,3.2
5219,300,No,No,1,3.1
5220,150,No,No,1,2.9
5221,250,No,No,1,3.0
5222,450,No,No,1,3.1
5223,350,No,No,1,3.1
5224,700,No,No,2,3.2
5225,350,No,No,1,3.5
5226,600,No,Yes,2,3.5
5230,300,No,Yes,1,2.6
5231,450,No,No,1,3.2
5232,150,No,No,1,2.9
5233,150,No,No,1,2.9
5234,350,No,Yes,1,2.8
5235,300,No,No,1,2.9
5236,150,No,No,1,2.7
5237,300,No,Yes,1,3.1
5238,1100,Yes,Yes,3,3.2
5239,500,No,No,2,2.7
5240,250,No,No,1,3.0
